RTO4 ID	Orthogroup	Combined Annotations	Essential	Conserved Basidiomycete Essential	insert / kb	mapped inserts	ambiguously mapping inserts	total inserts	Sc Essential	An Essential	Cn Essential	Sp Essential	Nc Het	TotEssential
10326	RTO3OG6947	KOG0255: Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	No	no	4.957	11	0	11	0	0	0	0	0	0
9034	RTO3OG37622	"ProSiteProfiles:Zn(2)-C6 fungal-type DNA-binding domain profile.:PS50048,SUPERFAMILY::SSF57701"	No	no	4.965	5	0	5	0	0	0	0	0	0
9895	RTO3OG3248	KOG3272: Predicted coiled-coil protein	No	no	4.97	5	0	5	0	0	0	0	0	0
16693	RTO3OG1877	KOG1688: Golgi proteins involved in ER retention (RER)	No	no	4.975	3	0	3	0	0	0	0	0	0
14649	RTO3OG4527	"HMMPfam:Stress responsive A/B Barrel Domain:PF07876,ProSiteProfiles:Stress-response A/B barrel domain profile.:PS51502,SMART:Stress responsive A/B Barrel Domain:SM00886,SUPERFAMILY::SSF54909"	No	no	4.975	2	0	2	0	0	0	0	0	0
10349	RTO3OG4736	"HMMPfam:Glycosyl hydrolases family 16:PF00722,SUPERFAMILY::SSF49899"	No	no	4.981	9	0	9	0	0	0	0	0	0
16487	RTO3OG38039		No	no	4.982	11	0	11	0	0	0	0	0	0
10288	RTO3OG39290		No	no	4.994	8	0	8	0	0	0	0	0	0
10564	RTO3OG38400	HMMPfam:Bromodomain associated:PF07524	No	no	5.007	14	0	14	0	0	0	0	0	0
12125	RTO3OG38127		No	no	5.013	4	0	4	0	0	0	0	0	0
14253	RTO3OG5831	KOG1424: Predicted GTP-binding protein MMR1	No	no	5.015	13	0	13	0	0	0	0	0	0
13555	RTO3OG1160	KOG2533: Permease of the major facilitator superfamily	No	no	5.017	15	0	15	0	0	0	0	0	0
14705	RTO3OG39657		No	no	5.025	6	0	6	0	0	0	0	0	0
10680	RTO3OG3637	"K00275: pdxH, PNPO; pyridoxamine 5'-phosphate oxidase"	No	no	5.031	4	0	4	0	0	0	0	0	0
12329	RTO3OG6082	KOG3519: Invasion-inducing protein TIAM1/CDC24 and related RhoGEF GTPases	No	no	5.032	18	0	18	0	0	0	0	0	0
15498	RTO3OG11872	KOG3077: Uncharacterized conserved protein	No	no	5.032	7	0	7	0	0	0	0	0	0
10739	RTO3OG5094	BLAST: Tubulin beta-2 chain [Grifola frondosa]	No	no	5.039	9	0	9	0	0	0	0	0	0
14613	RTO3OG9676	"HMMPfam:Cellulase (glycosyl hydrolase family 5):PF00150,SUPERFAMILY::SSF51445"	No	no	5.042	6	0	6	0	0	0	0	0	0
14183	RTO3OG38443	KOG2614: Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	No	no	5.044	11	0	11	0	0	0	0	0	0
8587	RTO3OG38734		No	no	5.044	4	0	4	0	0	0	0	0	0
11736	RTO3OG37855		No	no	5.045	14	0	14	0	0	0	0	0	0
9185	RTO3OG2252	K02208: CDK8_11; cyclin-dependent kinase 8/11	No	no	5.053	9	0	9	0	0	0	0	0	0
12991	RTO3OG37952	"HMMPfam:F-box domain:PF00646,ProSiteProfiles:F-box domain profile.:PS50181,SMART:A Receptor for Ubiquitination Targets:SM00256,SUPERFAMILY::SSF81383"	No	no	5.056	15	0	15	0	0	0	0	0	0
10750	RTO3OG38473	"HMMPfam:Zinc-binding loop region of homing endonuclease:PF05551,SUPERFAMILY::SSF54060"	No	no	5.058	7	0	7	0	0	0	0	0	0
10745	RTO3OG6689	KOG0725: Reductases with broad range of substrate specificities	No	no	5.063	6	0	6	0	0	0	0	0	0
12996	RTO3OG6869	KOG0253: Synaptic vesicle transporter SV2 (major facilitator superfamily)	No	no	5.063	12	0	12	0	0	0	0	0	0
14642	RTO3OG39636		No	no	5.066	8	0	8	0	0	0	0	0	0
14520	RTO3OG39599	HMMPfam:Slx4 endonuclease:PF09494	No	no	5.069	17	0	17	0	0	0	0	0	0
8601	RTO3OG3432	K06287: maf; septum formation protein	No	no	5.072	6	0	6	0	0	0	0	0	0
13561	RTO3OG1260	KOG0253: Synaptic vesicle transporter SV2 (major facilitator superfamily)	No	no	5.072	14	0	14	0	0	0	0	0	0
13073	RTO3OG39038	"K06065: NCOR2, SMRT; nuclear receptor co-repressor 2"	No	no	5.079	28	0	28	0	0	0	0	0	0
16138	RTO3OG4554	K09250: CNBP; cellular nucleic acid-binding protein	No	no	5.08	6	0	6	0	0	0	0	0	0
15553	RTO3OG1186	"K07300: chaA, CAX; Ca2+:H+ antiporter"	No	no	5.082	9	0	9	0	0	0	0	0	0
15755	RTO3OG37570		No	no	5.083	4	0	4	0	0	0	0	0	0
10813	RTO3OG14342	HMMPfam:Protein of unknown function (DUF3533):PF12051	No	no	5.09	9	0	9	0	0	0	0	0	0
14098	RTO3OG38465	SUPERFAMILY::SSF47113	No	no	5.093	12	0	12	0	0	0	0	0	0
9555	RTO3OG38582		No	no	5.098	6	0	6	0	0	0	0	0	0
10707	RTO3OG2060	SUPERFAMILY::SSF55298	No	no	5.102	7	0	7	0	0	0	0	0	0
9579	RTO3OG2734	K15078: SLX1; structure-specific endonuclease subunit SLX1	No	no	5.102	12	0	12	0	0	0	0	0	0
14607	RTO3OG3796	"K01372: BLMH, pepC; bleomycin hydrolase"	No	no	5.102	9	0	9	0	0	0	0	0	0
12324	RTO3OG38763	KOG1843: Uncharacterized conserved protein	No	no	5.104	11	0	11	0	0	0	0	0	0
13339	RTO3OG5447	"BLAST: transmembrane protein, putative [Rhizoctonia solani A..."	No	no	5.105	10	0	10	0	0	0	0	0	0
13391	RTO3OG2216	K17866: DPH2; diphthamide biosynthesis protein 2	No	no	5.106	12	0	12	0	0	0	0	0	0
16560	RTO3OG11562	"K12780: REC8; meiotic recombination protein REC8, fungi type"	No	no	5.111	17	0	17	0	0	0	0	0	0
9174	RTO3OG37545	KOG1515: Arylacetamide deacetylase	No	no	5.116	11	0	11	0	0	0	0	0	0
15867	RTO3OG22891		No	no	5.125	17	0	17	0	0	0	0	0	0
8941	RTO3OG9692	BLAST: proteophosphoglycan 5 [Moniliophthora roreri MCA ...	No	no	5.126	11	0	11	0	0	0	0	0	0
9094	RTO3OG4669	HMMPfam:Ferritin-like domain:PF13668	No	no	5.136	7	0	7	0	0	0	0	0	0
10232	RTO3OG5085	SUPERFAMILY::SSF53300	No	no	5.137	6	0	6	0	0	0	0	0	0
10827	RTO3OG6734	KOG2747: Histone acetyltransferase (MYST family)	No	no	5.146	13	0	13	0	0	0	0	0	0
12905	RTO3OG37971	KOG0472: Leucine-rich repeat protein	No	no	5.153	16	0	16	0	0	0	0	0	0
12847	RTO3OG3106	K17290: HTATIP2; oxidoreductase	No	no	5.155	5	0	5	0	0	0	0	0	0
14850	RTO3OG39205		No	no	5.155	4	0	4	0	0	0	0	0	0
16673	RTO3OG38944		No	no	5.162	7	0	7	0	0	0	0	0	0
9357	RTO3OG37881		No	no	5.168	10	0	10	0	0	0	0	0	0
15149	RTO3OG38244		No	no	5.172	3	0	3	0	0	0	0	0	0
13550	RTO3OG38038		No	no	5.176	5	0	5	0	0	0	0	0	0
12524	RTO3OG2839	KOG1242: Protein containing adaptin N-terminal region	No	no	5.176	42	0	42	0	0	0	0	0	0
14557	RTO3OG6933	"ProSiteProfiles:Tyrosine specific protein phosphatases family profile.:PS50056,SUPERFAMILY::SSF52799"	No	no	5.176	11	0	11	0	0	0	0	0	0
10953	RTO3OG4618	K18167: SDHAF1; succinate dehydrogenase assembly factor 1	No	no	5.181	2	0	2	0	0	0	0	0	0
9601	RTO3OG5244	KOG1502: Flavonol reductase/cinnamoyl-CoA reductase	No	no	5.181	5	0	5	0	0	0	0	0	0
12956	RTO3OG37956	"HMMPfam:F-box-like:PF12937,ProSiteProfiles:F-box domain profile.:PS50181,SUPERFAMILY::SSF81383"	No	no	5.183	14	0	14	0	0	0	0	0	0
8757	RTO3OG9015	"HMMPfam:Vacuolar sorting protein 9 (VPS9) domain:PF02204,ProSiteProfiles:VPS9 domain profile.:PS51205,SUPERFAMILY::SSF109993"	No	no	5.185	20	0	20	0	0	0	0	0	0
10806	RTO3OG7462	HMMPfam:Predicted coiled-coil protein (DUF2205):PF10224	No	no	5.19	3	0	3	0	0	0	0	0	0
14286	RTO3OG8945	K11498: CENPE; centromeric protein E	No	no	5.191	8	0	8	0	0	0	0	0	0
14952	RTO3OG15785	BLAST: conserved fungal protein [Moniliophthora roreri M...	No	no	5.192	10	0	10	0	0	0	0	0	0
16573	RTO3OG2316	"K11339: MORF4L1, MRG15, EAF3; mortality factor 4-like protein 1"	No	no	5.193	7	0	7	0	0	0	0	0	0
13292	RTO3OG4029	KOG3012: Uncharacterized conserved protein	No	no	5.197	7	0	7	0	0	0	0	0	0
15939	RTO3OG3894	"K11450: KDM1A, AOF2, LSD1; lysine-specific histone demethylase 1A"	No	no	5.198	8	31	39	0	0	0	0	0	0
14166	RTO3OG4626	KOG3433: Protein involved in meiotic recombination/predicted coiled-coil protein	No	no	5.201	7	0	7	0	0	0	0	0	0
15775	RTO3OG37572		No	no	5.202	13	0	13	0	0	0	0	0	0
12935	RTO3OG2237	K10743: RNASEH2A; ribonuclease H2 subunit A	No	no	5.215	8	0	8	0	0	0	0	0	0
9634	RTO3OG4924	"K00004: BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase"	No	no	5.215	8	0	8	0	0	0	0	0	0
12565	RTO3OG1005	K00512: CYP17A; steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase	No	no	5.223	11	0	11	0	0	0	0	0	0
9699	RTO3OG3943	"KOG2273: Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins"	No	no	5.229	17	0	17	0	0	0	0	0	0
10372	RTO3OG39275		No	no	5.23	9	0	9	0	0	0	0	0	0
9069	RTO3OG1293	K08776: NPEPPS; puromycin-sensitive aminopeptidase	No	no	5.23	21	0	21	0	0	0	0	0	0
13624	RTO3OG12177	SUPERFAMILY::SSF53448	No	no	5.233	9	0	9	0	0	0	0	0	0
16013	RTO3OG1887	"K04794: PTH2; peptidyl-tRNA hydrolase, PTH2 family"	No	no	5.236	4	0	4	0	0	0	0	0	0
14674	RTO3OG1540	K05727: DOCK3; dedicator of cytokinesis protein 3	No	no	5.236	35	0	35	0	0	0	0	0	0
10054	RTO3OG39582	BLAST: putative protein [Melanopsichium pennsylvanicum 4]	No	no	5.241	16	0	16	0	0	0	0	0	0
12372	RTO3OG1325	KOG1341: Na+/K+ transporter	No	no	5.242	22	0	22	0	0	0	0	0	0
9219	RTO3OG20763	"HMMPfam:Lipase (class 3):PF01764,SUPERFAMILY::SSF53474"	No	no	5.245	17	0	17	0	0	0	0	0	0
16834	RTO3OG38715	KOG2112: Lysophospholipase	No	no	5.249	6	0	6	0	0	0	0	0	0
16710	RTO3OG38956		No	no	5.249	2	0	2	0	0	0	0	0	0
12859	RTO3OG38539		No	no	5.254	6	0	6	0	0	0	0	0	0
12301	RTO3OG38756		No	no	5.254	12	0	12	0	0	0	0	0	0
11268	RTO3OG38917	BLAST: pyridoxamine-phosphate oxidase [Moniliophthora ro...	No	no	5.254	3	0	3	0	0	0	0	0	0
16494	RTO3OG9036	BLAST: putative 15-O-acetyltransferase Tri3 [Moniliophthora ...	No	no	5.255	13	0	13	0	0	0	0	0	0
12934	RTO3OG37963	"KOG2273: Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins"	No	no	5.255	23	0	23	0	0	0	0	0	0
15796	RTO3OG37576	"Interpro: XLF-Cernunnos, XRcc4-like factor, NHEJ component"	No	no	5.256	8	0	8	0	0	0	0	0	0
13280	RTO3OG8106	KOG3309: Ferredoxin	No	no	5.257	9	0	9	0	0	0	0	0	0
12165	RTO3OG38121		No	no	5.258	5	0	5	0	0	0	0	0	0
9565	RTO3OG20758	KOG2385: Uncharacterized conserved protein	No	no	5.259	14	0	14	0	0	0	0	0	0
11989	RTO3OG4444	"K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase"	No	no	5.263	12	0	12	0	0	0	0	0	0
16539	RTO3OG5383	"HMMPfam:DnaJ domain:PF00226,ProSiteProfiles:dnaJ domain profile.:PS50076,SMART:DnaJ molecular chaperone homology domain:SM00271,SUPERFAMILY::SSF46565"	No	no	5.266	9	0	9	0	0	0	0	0	0
16738	RTO3OG38960	K12525: metL; bifunctional aspartokinase / homoserine dehydrogenase 2	No	no	5.267	7	0	7	0	0	0	0	0	0
8714	RTO3OG2852	KOG3113: Uncharacterized conserved protein	No	no	5.268	6	0	6	0	0	0	0	0	0
11887	RTO3OG4343	KOG4686: Predicted sugar transporter	No	no	5.271	11	0	11	0	0	0	0	0	0
16190	RTO3OG38854		No	no	5.272	3	4	7	0	0	0	0	0	0
15033	RTO3OG3028	"K01952: purL, PFAS; phosphoribosylformylglycinamidine synthase"	No	no	5.273	22	0	22	0	0	0	0	0	0
11170	RTO3OG5196	"K11309: RTT109, KAT11; regulator of Ty1 transposition protein 109"	No	no	5.282	9	0	9	0	0	0	0	0	0
16540	RTO3OG5372	K17592: SACS; sacsin	No	no	5.285	32	0	32	0	0	0	0	0	0
10723	RTO3OG38496		No	no	5.291	4	0	4	0	0	0	0	0	0
16746	RTO3OG3980	KOG0756: Mitochondrial tricarboxylate/dicarboxylate carrier proteins	No	no	5.302	8	0	8	0	0	0	0	0	0
10531	RTO3OG2159	K18468: VPS35; vacuolar protein sorting-associated protein 35	No	no	5.305	20	0	20	0	0	0	0	0	0
10282	RTO3OG3276	K07942: ARL1; ADP-ribosylation factor-like protein 1	No	no	5.308	5	0	5	0	0	0	0	0	0
15910	RTO3OG13057	"HMMPfam:Major Facilitator Superfamily:PF07690,ProSiteProfiles:Major facilitator superfamily (MFS) profile.:PS50850,SUPERFAMILY::SSF103473"	No	no	5.31	9	0	9	0	0	0	0	0	0
13055	RTO3OG6511	BLAST: Autophagy-related protein 11 [Termitomyces sp. J132]	No	no	5.312	16	0	16	0	0	0	0	0	0
11259	RTO3OG38919		No	no	5.313	5	1	6	0	0	0	0	0	0
14676	RTO3OG39646	K09326: OTX1; homeobox protein OTX1	No	no	5.319	14	0	14	0	0	0	0	0	0
16613	RTO3OG6369	"HMMPfam:Mitochondrial carrier protein:PF00153,ProSiteProfiles:Solute carrier (Solcar) repeat profile.:PS50920,SUPERFAMILY::SSF103506"	No	no	5.319	7	0	7	0	0	0	0	0	0
14722	RTO3OG39660	BLAST: Mei2p [Pneumocystis carinii]	No	no	5.322	12	0	12	0	0	0	0	0	0
13067	RTO3OG2973	K09140: TSR3; pre-rRNA-processing protein TSR3	No	no	5.327	7	0	7	0	0	0	0	0	0
15816	RTO3OG4407	BLAST: putative protein of unknown function [Pseudozyma ...	No	no	5.329	11	0	11	0	0	0	0	0	0
10354	RTO3OG4334	"KOG2458: Endoplasmic reticulum protein EP58, contains filamin rod domain and KDEL motif"	No	no	5.33	13	0	13	0	0	0	0	0	0
8828	RTO3OG3822	K15177: LEO1; RNA polymerase-associated protein LEO1	No	no	5.333	10	0	10	0	0	0	0	0	0
11912	RTO3OG6844	K03506: POLE4; DNA polymerase epsilon subunit 4	No	no	5.336	5	0	5	0	0	0	0	0	0
16653	RTO3OG38216	"HMMPfam:PH domain:PF00169,ProSiteProfiles:PH domain profile.:PS50003,SMART:Pleckstrin homology domain.:SM00233,SUPERFAMILY::SSF50729"	No	no	5.338	23	0	23	0	0	0	0	0	0
15738	RTO3OG37563	HMMPfam:Oligomerisation domain:PF02410	No	no	5.338	3	0	3	0	0	0	0	0	0
8448	RTO3OG39238	K04911: KCNH8; potassium voltage-gated channel Eag-related subfamily H member 8	No	no	5.339	13	0	13	0	0	0	0	0	0
12471	RTO3OG8873	K00326: E1.6.2.2; cytochrome-b5 reductase	No	no	5.339	7	0	7	0	0	0	0	0	0
8987	RTO3OG37635	K08486: STX1B_2_3; syntaxin 1B/2/3	No	no	5.357	12	0	12	0	0	0	0	0	0
11582	RTO3OG4163	KOG3989: Beta-2-glycoprotein I	No	no	5.359	5	0	5	0	0	0	0	0	0
12367	RTO3OG1325	KOG1341: Na+/K+ transporter	No	no	5.359	22	0	22	0	0	0	0	0	0
15581	RTO3OG13065	"K14636: SLC18A3, VACHT; MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3"	No	no	5.361	11	0	11	0	0	0	0	0	0
12304	RTO3OG38758		No	no	5.367	3	0	3	0	0	0	0	0	0
11090	RTO3OG10444	KOG4117: Heat shock factor binding protein	No	no	5.376	3	0	3	0	0	0	0	0	0
9659	RTO3OG4292	KOG3350: Uncharacterized conserved protein	No	no	5.376	6	0	6	0	0	0	0	0	0
11589	RTO3OG6724	KOG2533: Permease of the major facilitator superfamily	No	no	5.376	10	0	10	0	0	0	0	0	0
15741	RTO3OG37565	"HMMPfam:FAD binding domain:PF01494,PRINTS:Aromatic-ring hydroxylase (flavoprotein monooxygenase) signature:PR00420,SUPERFAMILY::SSF51905"	No	no	5.381	12	0	12	0	0	0	0	0	0
12678	RTO3OG38838		No	no	5.382	5	0	5	0	0	0	0	0	0
9836	RTO3OG7290	"HMMPfam:Fungal Zn(2)-Cys(6) binuclear cluster domain:PF00172,HMMPfam:Fungal specific transcription factor domain:PF04082,ProSitePatterns:Zn(2)-C6 fungal-type DNA-binding domain signature.:PS00463,ProSiteProfiles:Zn(2)-C6 fungal-type DNA-binding domain profile.:PS50048,SMART:GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain:SM00066,SMART:Fungal specific transcription factor domain:SM00906,SUPERFAMILY::SSF57701"	No	no	5.383	23	1	24	0	0	0	0	0	0
14918	RTO3OG2842	K11374: ELP2; elongator complex protein 2	No	no	5.386	18	0	18	0	0	0	0	0	0
8664	RTO3OG6810	"K20177: VPS3, TGFBRAP1; vacuolar protein sorting-associated protein 3"	No	no	5.386	24	0	24	0	0	0	0	0	0
14603	RTO3OG1437	K17279: REEP5_6; receptor expression-enhancing protein 5/6	No	no	5.391	4	0	4	0	0	0	0	0	0
8562	RTO3OG39433	"HMMPfam:Alpha/beta hydrolase family:PF12697,SUPERFAMILY::SSF53474"	No	no	5.394	10	0	10	0	0	0	0	0	0
9586	RTO3OG38589	SUPERFAMILY::SSF52047	No	no	5.405	9	0	9	0	0	0	0	0	0
14511	RTO3OG39594	"HMMPfam:Fungal specific transcription factor domain:PF04082,SMART:Fungal specific transcription factor domain:SM00906"	No	no	5.405	15	0	15	0	0	0	0	0	0
15900	RTO3OG5675	K01896: ACSM; medium-chain acyl-CoA synthetase	No	no	5.405	12	1	13	0	0	0	0	0	0
16745	RTO3OG38962	HMMPfam:Fungal specific transcription factor domain:PF04082	No	no	5.409	15	0	15	0	0	0	0	0	0
15724	RTO3OG37557	"HMMPfam:MYND finger:PF01753,ProSitePatterns:Zinc finger MYND-type signature.:PS01360,ProSiteProfiles:Zinc finger MYND-type profile.:PS50865,SUPERFAMILY::SSF144232"	No	no	5.411	5	0	5	0	0	0	0	0	0
13077	RTO3OG39037		No	no	5.412	9	0	9	0	0	0	0	0	0
15494	RTO3OG4720	K15122: SLC41A; solute carrier family 41	No	no	5.415	9	0	9	0	0	0	0	0	0
14547	RTO3OG27158	"KOG2101: Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s)"	No	no	5.42	8	0	8	0	0	0	0	0	0
10543	RTO3OG8076	HMMPfam:Mus7/MMS22 family:PF09462	No	no	5.425	32	0	32	0	0	0	0	0	0
15268	RTO3OG11007	KOG0254: Predicted transporter (major facilitator superfamily)	No	no	5.427	12	0	12	0	0	0	0	0	0
13560	RTO3OG10412	"KOG2814: Transcription coactivator complex, P50 component (LigT RNA ligase/phosphodiesterase family)"	No	no	5.429	5	0	5	0	0	0	0	0	0
9886	RTO3OG2510	"K03521: fixA, etfB; electron transfer flavoprotein beta subunit"	No	no	5.43	6	0	6	0	0	0	0	0	0
8940	RTO3OG37644		No	no	5.432	10	0	10	0	0	0	0	0	0
12906	RTO3OG5197	KOG2112: Lysophospholipase	No	no	5.445	6	0	6	0	0	0	0	0	0
11156	RTO3OG5008	HMMPfam:Protein of unknown function (DUF1183):PF06682	No	no	5.45	2	0	2	0	0	0	0	0	0
13987	RTO3OG1097	"K09885: AQPF; aquaporin rerated protein, other eukaryote"	No	no	5.453	10	0	10	0	0	0	0	0	0
15960	RTO3OG38874		No	no	5.453	5	0	5	0	0	0	0	0	0
13627	RTO3OG4539	"K01424: E3.5.1.1, ansA, ansB; L-asparaginase"	No	no	5.453	10	0	10	0	0	0	0	0	0
12095	RTO3OG29040	"SMART:Leucine rich repeat, ribonuclease inhibitor type:SM00368,SUPERFAMILY::SSF52047"	No	no	5.461	9	0	9	0	0	0	0	0	0
9685	RTO3OG12198	"K10586: BIRC6, BRUCE; baculoviral IAP repeat-containing protein 6 (apollon)"	No	no	5.462	12	0	12	0	0	0	0	0	0
15057	RTO3OG38142		No	no	5.462	25	0	25	0	0	0	0	0	0
16376	RTO3OG1710	BLAST: CAMK/CAMKL protein kinase [Microbotryum lychnidis-dio...	No	no	5.464	6	0	6	0	0	0	0	0	0
12979	RTO3OG3358	"K07652: vicK; two-component system, OmpR family, sensor histidine kinase VicK"	No	no	5.464	37	0	37	0	0	0	0	0	0
9971	RTO3OG2676	KOG2948: Predicted metal-binding protein	No	no	5.473	7	0	7	0	0	0	0	0	0
12669	RTO3OG38833		No	no	5.482	5	0	5	0	0	0	0	0	0
15843	RTO3OG1458	"K08158: MDR1, FLR1, CAF5; MFS transporter, DHA1 family, multidrug resistance protein"	No	no	5.492	13	0	13	0	0	0	0	0	0
13185	RTO3OG10406	K09966: K09966; uncharacterized protein	No	no	5.495	5	0	5	0	0	0	0	0	0
12057	RTO3OG39029		No	no	5.498	9	0	9	0	0	0	0	0	0
12208	RTO3OG4488	K18849: BMT2; 25S rRNA (adenine2142-N1)-methyltransferase	No	no	5.506	8	0	8	0	0	0	0	0	0
12633	RTO3OG4714	BLAST: lytic polysaccharide monooxygenase [Cenococcum geophi...	No	no	5.513	10	0	10	0	0	0	0	0	0
16533	RTO3OG3352	"HMMPfam:Saccharopine dehydrogenase:PF03435,SUPERFAMILY::SSF51735"	No	no	5.513	8	0	8	0	0	0	0	0	0
13974	RTO3OG8027	HMMPfam:Glycosyl hydrolase family 61:PF03443	No	no	5.521	8	0	8	0	0	0	0	0	0
9575	RTO3OG19417	BLAST: glycosyltransferase [Tsuchiyaea wingfieldii CBS 7...	No	no	5.525	8	0	8	0	0	0	0	0	0
12989	RTO3OG20689	KOG0141: Isovaleryl-CoA dehydrogenase	No	no	5.525	12	0	12	0	0	0	0	0	0
15046	RTO3OG10139	KOG2533: Permease of the major facilitator superfamily	No	no	5.528	11	0	11	0	0	0	0	0	0
14842	RTO3OG20775	HMMPfam:Vitamin-D-receptor interacting Mediator subunit 4:PF10018	No	no	5.529	7	0	7	0	0	0	0	0	0
12195	RTO3OG22902		No	no	5.53	29	15	44	0	0	0	0	0	0
16063	RTO3OG8001	HMMPfam:Domain of unknown function (DUF1992):PF09350	No	no	5.531	10	0	10	0	0	0	0	0	0
16163	RTO3OG37852	ProSiteProfiles:Forkhead-associated (FHA) domain profile.:PS50006	No	no	5.535	9	0	9	0	0	0	0	0	0
9385	RTO3OG15803	BLAST: putative pre-mrna-splicing factor 38b [Diaporthe ampe...	No	no	5.54	8	0	8	0	0	0	0	0	0
11407	RTO3OG37933		No	no	5.543	5	0	5	0	0	0	0	0	0
12003	RTO3OG11756	BLAST: similar to An07g01410 [Aspergillus kawachii IFO 4308]	No	no	5.545	3	0	3	0	0	0	0	0	0
10014	RTO3OG3710	KOG2182: Hydrolytic enzymes of the alpha/beta hydrolase fold	No	no	5.548	12	0	12	0	0	0	0	0	0
10328	RTO3OG6947	KOG0255: Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	No	no	5.548	13	1	14	0	0	0	0	0	0
15972	RTO3OG2557	K09549: PFDN2; prefoldin subunit 2	No	no	5.556	4	0	4	0	0	0	0	0	0
13152	RTO3OG39119	BLAST: calmodulin-like protein [Mycena chlorophos]	No	no	5.556	4	0	4	0	0	0	0	0	0
16542	RTO3OG4819	K00645: fabD; [acyl-carrier-protein] S-malonyltransferase	No	no	5.556	10	0	10	0	0	0	0	0	0
15777	RTO3OG7188	HMMPfam:Nucleoporin subcomplex protein binding to Pom34:PF10487	No	no	5.558	35	0	35	0	0	0	0	0	0
15911	RTO3OG1030	KOG1208: Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	No	no	5.571	8	0	8	0	0	0	0	0	0
13449	RTO3OG1818	K10396: KIF5; kinesin family member 5	No	no	5.579	21	0	21	0	0	0	0	0	0
12155	RTO3OG1266	"K01626: E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase"	No	no	5.584	11	0	11	0	0	0	0	0	0
14489	RTO3OG4529	"KOG3607: Meltrins, fertilins and related Zn-dependent metalloproteinases of the ADAMs family"	No	no	5.584	11	0	11	0	0	0	0	0	0
15024	RTO3OG38148	KOG1674: Cyclin	No	no	5.584	13	0	13	0	0	0	0	0	0
11029	RTO3OG7489	Interpro: GDP-fucose protein O-fucosyltransferase	No	no	5.587	11	0	11	0	0	0	0	0	0
13390	RTO3OG38693		No	no	5.592	6	0	6	0	0	0	0	0	0
8649	RTO3OG4231	KOG0653: Cyclin B and related kinase-activating proteins	No	no	5.593	10	1	11	0	0	0	0	0	0
12375	RTO3OG1871	K12373: HEXA_B; hexosaminidase	No	no	5.596	14	0	14	0	0	0	0	0	0
11652	RTO3OG37666	"BLAST: something about silencing, SAS, complex subunit 4 [Rh..."	No	no	5.597	12	0	12	0	0	0	0	0	0
12066	RTO3OG5603	K10428: DCTN6; dynactin 6	No	no	5.599	5	0	5	0	0	0	0	0	0
10254	RTO3OG3499	KOG1470: Phosphatidylinositol transfer protein PDR16 and related proteins	No	no	5.602	12	0	12	0	0	0	0	0	0
12336	RTO3OG38766	"HMMPfam:Thaumatin family:PF00314,ProSiteProfiles:Thaumatin family profile.:PS51367,SMART:Thaumatin family:SM00205,SUPERFAMILY::SSF49870"	No	no	5.602	10	0	10	0	0	0	0	0	0
13372	RTO3OG4003	K12848: SNU23; U4/U6.U5 tri-snRNP component SNU23	No	no	5.602	6	0	6	0	0	0	0	0	0
16509	RTO3OG38187		No	no	5.605	5	0	5	0	0	0	0	0	0
9179	RTO3OG38612	Interpro: Glycosyl-transferase for dystroglycan	No	no	5.61	16	0	16	0	0	0	0	0	0
12441	RTO3OG3583	"KOG0961: Predicted Zn2+-dependent endopeptidase, insulinase superfamily"	No	no	5.611	17	0	17	0	0	0	0	0	0
9934	RTO3OG39554		No	no	5.611	13	0	13	0	0	0	0	0	0
13680	RTO3OG5152	K18182: COX16; cytochrome c oxidase assembly protein subunit 16	No	no	5.612	5	0	5	0	0	0	0	0	0
9366	RTO3OG37884		No	no	5.618	4	0	4	0	0	0	0	0	0
9792	RTO3OG38564	HMMPfam:NUP50 (Nucleoporin 50 kDa):PF08911	No	no	5.618	2	0	2	0	0	0	0	0	0
8823	RTO3OG38861	KOG1745: Histones H3 and H4	No	no	5.618	4	0	4	0	0	0	0	0	0
14984	RTO3OG38157		No	no	5.622	8	0	8	0	0	0	0	0	0
8824	RTO3OG38860		No	no	5.624	11	0	11	0	0	0	0	0	0
11247	RTO3OG8797	HMMPfam:Protein of unknown function (DUF3237):PF11578	No	no	5.624	5	0	5	0	0	0	0	0	0
10699	RTO3OG4589	"HMMPfam:Amidohydrolase family:PF07969,SUPERFAMILY::SSF51338,SUPERFAMILY::SSF51556"	No	no	5.626	15	0	15	0	0	0	0	0	0
