ID	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	length	inserts	essentialOrtholog	insertDensity
13667	mRNA_5299	1	scaffold_4	388361	391277	+	13667	BLAST RNA polymerase sigma factor, sigma-70 family [Rho...	0.6147	34	2916	37	0	12.6886145405
13668	mRNA_5300	1	scaffold_4	391828	394452	+	13668	K03023 RPC3, POLR3C DNA-directed RNA polymerase III subunit RPC3	0.6141	25	2624	1	0	0.381097560976
13669	mRNA_5301	1	scaffold_4	394643	397418	-	13669	K13950 pabAB para-aminobenzoate synthetase	0.6228	43	2775	39	1	14.0540540541
13670	mRNA_5302	1	scaffold_4	397977	403896	-	13670	K08711 ABCG2.PDR, CDR1 ATP-binding cassette, subfamily G (WHITE), member 2, PDR	0.6042	102	5919	64	0	10.8126372698
13671	mRNA_5303	1	scaffold_4	405190	408801	+	13671	K17608 STRN1_3_4 striatin 1/3/4	0.6534	27	3611	31	0	8.58487953475
13672	mRNA_5304	1	scaffold_4	409088	413869	-	13672	KOG3598 Thyroid hormone receptor-associated protein complex, subunit TRAP230	0.6504	53	4781	44	0	9.2030955867
13673	mRNA_5305	1	scaffold_4	414349	416763	+	13673	K14859 SSF1_2 ribosome biogenesis protein SSF1/2	0.6311	16	2414	12	1	4.9710024855
13674	mRNA_5306	1	scaffold_4	417031	419663	+	13674	BLAST PQ-loop repeat protein [Colletotrichum tofieldiae]	0.6267	38	2632	28	0	10.6382978723
13675	mRNA_5307	1	scaffold_4	419822	421852	-	13675	KOG3769 Ribonuclease III domain proteins	0.6484	16	2030	0	1	0.0
13676	mRNA_5308	1	scaffold_4	421969	422926	+	13676	Hypothetical Protein	0.6263	17	957	15	0	15.6739811912
13677	mRNA_5309	1	scaffold_4	423149	425154	-	13677	KOG0628 Aromatic-L-amino-acid/L-histidine decarboxylase	0.6082	33	2005	21	0	10.4738154613
13678	mRNA_5310	1	scaffold_4	425565	427309	+	13678	Hypothetical Protein	0.6287	21	1744	20	0	11.4678899083
13679	mRNA_5311	1	scaffold_4	427613	428578	-	13679	Hypothetical Protein	0.6222	21	965	28	0	29.0155440415
13680	mRNA_5312	1	scaffold_4	429063	429953	-	13680	K18182 COX16 cytochrome c oxidase assembly protein subunit 16	0.6072	13	890	5	0	5.61797752809
13681	mRNA_5313	1	scaffold_4	430404	433324	+	13681	KOG0108 mRNA cleavage and polyadenylation factor I complex, subunit RNA15	0.6422	35	2920	30	0	10.2739726027
13682	mRNA_5314	1	scaffold_4	433901	435484	+	13682	Hypothetical Protein	0.6023	19	1583	48	0	30.3221730891
13683	mRNA_5315	1	scaffold_4	436318	439528	-	13683	K06158 ABCF3 ATP-binding cassette, subfamily F, member 3	0.6014	32	3210	45	0	14.0186915888
13684	mRNA_5316	1	scaffold_4	440018	441628	+	13684	Hypothetical Protein	0.5934	24	1610	28	0	17.3913043478
13685	mRNA_5317	1	scaffold_4	441871	444778	-	13685	K17498 SPN1, IWS1 transcription factor SPN1	0.619	27	2907	26	1	8.94392844857
13686	mRNA_5318	1	scaffold_4	444861	446150	+	13686	KOG4315 G-patch nucleic acid binding protein	0.6302	10	1289	1	1	0.77579519007
13687	mRNA_5319	1	scaffold_4	446863	449105	-	13687	HMMPfam-Plasma-membrane choline transporter-PF04515	0.6277	29	2242	24	0	10.7047279215
13688	mRNA_5320	1	scaffold_4	449451	450740	-	13688	K03038 PSMD7, RPN8 26S proteasome regulatory subunit N8	0.5938	17	1289	0	1	0.0
13689	mRNA_5321	1	scaffold_4	451164	452723	+	13689	K11108 RCL1 RNA 3'-terminal phosphate cyclase-like protein	0.5968	23	1559	0	1	0.0
13690	mRNA_5322	1	scaffold_4	452870	455692	-	13690	K01120 cpdP 3',5'-cyclic-nucleotide phosphodiesterase	0.6086	37	2822	27	0	9.56768249468
13691	mRNA_5323	1	scaffold_4	456066	457717	-	13691	K10842 MNAT1 CDK-activating kinase assembly factor MAT1	0.6023	36	1651	0	1	0.0
13692	mRNA_5324	1	scaffold_4	457858	459287	+	13692	KOG2852 Possible oxidoreductase	0.6266	20	1429	30	1	20.9937018894
13693	mRNA_5325	1	scaffold_4	459771	461459	+	13693	HMMPfam-GDSL-like Lipase/Acylhydrolase-PF00657,ProSiteProfiles-Prokaryotic membrane lipoprotein lipid attachment site profile.-PS51257,SUPERFAMILY--SSF52266	0.6021	34	1688	22	0	13.0331753555
13694	mRNA_5326	1	scaffold_4	461748	463259	-	13694	K00020 mmsB, HIBADH 3-hydroxyisobutyrate dehydrogenase	0.6038	27	1511	25	0	16.5453342158
13695	mRNA_5327	1	scaffold_4	463511	464845	-	13695	Hypothetical Protein	0.6749	11	1334	10	0	7.49625187406
13696	mRNA_5328	1	scaffold_4	465608	466886	+	13696	HMMPfam-ATP adenylyltransferase-PF09830,SUPERFAMILY--SSF54197	0.6114	15	1278	9	0	7.04225352113
13697	mRNA_5329	1	scaffold_4	467035	469864	-	13697	K02212 MCM4, CDC54 DNA replication licensing factor MCM4	0.6138	40	2829	11	1	3.88829975256
13698	mRNA_5330	1	scaffold_4	471272	473464	-	13698	BLAST ZYRO0C04598p [Zygosaccharomyces rouxii]	0.6051	28	2192	21	0	9.5802919708
13699	mRNA_5331	1	scaffold_4	473951	475290	+	13699	SUPERFAMILY--SSF52047	0.5978	26	1339	18	0	13.4428678118
13700	mRNA_5332	1	scaffold_4	475424	477955	+	13700	K01904 4CL 4-coumarate--CoA ligase	0.6043	39	2531	25	0	9.87751876729
13701	mRNA_5333	1	scaffold_4	478191	479250	-	13701	ProSiteProfiles-Ribonuclease III family domain profile.-PS50142,SUPERFAMILY--SSF69065	0.6349	14	1059	10	0	9.44287063267
13702	mRNA_5334	1	scaffold_4	479497	481330	-	13702	K14563 NOP1, FBL rRNA 2'-O-methyltransferase fibrillarin	0.6369	16	1833	1	1	0.545553737043
13703	mRNA_5335	1	scaffold_4	481630	482657	+	13703	HMMPfam-Domain of unknown function (DUF4202)-PF13875	0.6089	13	1027	12	0	11.6845180136
13704	mRNA_5336	1	scaffold_4	482937	484688	+	13704	K14777 DDX47, RRP3 ATP-dependent RNA helicase DDX47/RRP3	0.5976	29	1751	1	1	0.571102227299
13705	mRNA_5337	1	scaffold_4	484904	487998	-	13705	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,HMMPfam-Fungal specific transcription factor domain-PF04082,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SMART-Fungal specific transcription factor domain-SM00906,SUPERFAMILY--SSF57701	0.6294	31	3094	34	0	10.989010989
13706	mRNA_5338	1	scaffold_4	488482	491424	+	13706	K00891 E2.7.1.71, aroK, aroL shikimate kinase	0.6402	35	2942	39	0	13.2562882393
13707	mRNA_5339	1	scaffold_4	491578	492823	-	13707	KOG4771 Nucleolar protein (NOP16) involved in 60S ribosomal subunit biogenesis	0.6019	7	1245	3	0	2.40963855422
13708	mRNA_5340	1	scaffold_4	493002	494592	-	13708	K01092 E3.1.3.25, IMPA, suhB myo-inositol-1(or 4)-monophosphatase	0.6166	26	1590	27	0	16.9811320755
13709	mRNA_5341	1	scaffold_4	495239	496655	+	13709	KOG0692 Pentafunctional AROM protein	0.602	19	1416	21	0	14.8305084746
13710	mRNA_5342	1	scaffold_4	496893	498783	+	13710	KOG0692 Pentafunctional AROM protein	0.6039	27	1890	30	0	15.873015873
13711	mRNA_5343	1	scaffold_4	499617	502031	+	13711	K01835 pgm phosphoglucomutase	0.6058	31	2414	32	0	13.256006628
13712	mRNA_5344	1	scaffold_4	502069	503147	-	13712	KOG4176 Uncharacterized conserved protein	0.6043	19	1078	19	0	17.6252319109
13713	mRNA_5345	1	scaffold_4	503371	504560	+	13713	Hypothetical Protein	0.6286	15	1189	0	0	0.0
13714	mRNA_5346	1	scaffold_4	504794	508994	-	13714	HMMPfam-Hamartin protein-PF04388	0.6294	37	4200	109	0	25.9523809524
13715	mRNA_5347	1	scaffold_4	509884	511420	+	13715	BLAST transmembrane protein, putative [Rhizoctonia solani A...	0.5882	27	1536	15	0	9.765625
13716	mRNA_5348	1	scaffold_4	512540	514284	+	13716	BLAST transmembrane protein, putative [Rhizoctonia solani A...	0.592	34	1744	24	0	13.7614678899
13717	mRNA_5349	1	scaffold_4	514418	515269	-	13717	K17427 MRPL46 large subunit ribosomal protein L46	0.6127	12	851	0	1	0.0
13718	mRNA_5350	1	scaffold_4	515714	517641	-	13718	K20310 TRAPPC13 trafficking protein particle complex subunit 13	0.6416	24	1927	24	0	12.454592631
13719	mRNA_5351	1	scaffold_4	518393	520382	+	13719	BLAST transmembrane protein, putative [Rhizoctonia solani A...	0.6166	29	1989	27	0	13.5746606335
13720	mRNA_5352	1	scaffold_4	522797	523590	+	13720	KOG1674 Cyclin	0.6285	7	793	9	0	11.3493064313
13721	mRNA_5353	1	scaffold_4	524345	526185	-	13721	Hypothetical Protein	0.6062	24	1840	18	0	9.78260869565
13722	mRNA_5354	1	scaffold_4	527210	528729	+	13722	KOG0557 Dihydrolipoamide acetyltransferase	0.6289	17	1519	19	1	12.5082290981
13723	mRNA_5355	1	scaffold_4	528970	530546	-	13723	BLAST transmembrane protein, putative [Rhizoctonia solani A...	0.6081	35	1576	10	0	6.34517766497
13724	mRNA_5356	1	scaffold_4	531177	533794	+	13724	K07748 E1.1.1.170, NSDHL, ERG26 sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	0.6295	35	2617	35	1	13.3740924723
13725	mRNA_5357	1	scaffold_4	533948	534977	-	13725	HMMPfam-Methyltransferase domain-PF12847,SUPERFAMILY--SSF53335	0.6243	11	1029	13	0	12.6336248785
13726	mRNA_5358	1	scaffold_4	535285	536423	-	13726	Hypothetical Protein	0.5935	17	1138	1	0	0.878734622144
13727	mRNA_5359	1	scaffold_4	536738	538804	-	13727	KOG0254 Predicted transporter (major facilitator superfamily)	0.6193	23	2066	6	0	2.90416263311
13728	mRNA_5360	1	scaffold_4	539342	540520	+	13728	HMMPfam-Xylose isomerase-like TIM barrel-PF01261,SUPERFAMILY--SSF51658	0.6522	10	1178	26	0	22.0713073005
13729	mRNA_5361	1	scaffold_4	541060	542859	-	13729	K00511 SQLE, ERG1 squalene monooxygenase	0.6272	17	1799	0	1	0.0
13730	mRNA_5362	1	scaffold_4	543125	544034	+	13730	Hypothetical Protein	0.6121	13	909	31	0	34.103410341
13731	mRNA_5363	1	scaffold_4	544330	546394	+	13731	KOG0254 Predicted transporter (major facilitator superfamily)	0.6228	21	2064	6	0	2.90697674419
13732	mRNA_5364	1	scaffold_4	546685	547952	-	13732	KOG1630 Growth hormone-induced protein and related proteins	0.6475	22	1267	31	0	24.4672454617
13733	mRNA_5365	1	scaffold_4	548401	550040	-	13733	K00107 ALO D-arabinono-1,4-lactone oxidase	0.6177	24	1639	23	0	14.0329469189
13734	mRNA_5366	1	scaffold_4	550518	551881	+	13734	KOG1752 Glutaredoxin and related proteins	0.6158	29	1363	4	0	2.93470286134
13735	mRNA_5367	1	scaffold_4	552284	555242	+	13735	K08838 STK24_25_MST4 serine/threonine-protein kinase 24/25/MST4	0.6141	38	2958	35	1	11.8323191346
13736	mRNA_5368	1	scaffold_4	555613	556991	-	13736	K09553 STIP1 stress-induced-phosphoprotein 1	0.6012	25	1378	16	0	11.611030479
13737	mRNA_5369	1	scaffold_4	557510	559067	+	13737	K03627 MBF1 putative transcription factor	0.6059	22	1557	12	0	7.70712909441
13738	mRNA_5370	1	scaffold_4	559592	565388	-	13738	K18443 GBF1 golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	0.6231	61	5796	15	1	2.58799171843
13739	mRNA_5371	1	scaffold_4	565702	566965	+	13739	K03859 PIGC, GPI2 phosphatidylinositol glycan, class C	0.6487	11	1263	4	1	3.16706254949
13740	mRNA_5372	1	scaffold_4	567382	569979	+	13740	K04487 iscS, NFS1 cysteine desulfurase	0.607	30	2597	2	1	0.770119368502
13741	mRNA_5373	1	scaffold_4	571063	571885	+	13741	Hypothetical Protein	0.633	7	822	10	0	12.1654501217
13742	mRNA_5374	1	scaffold_4	571960	573012	+	13742	KOG0001 Ubiquitin and ubiquitin-like proteins	0.6154	11	1052	16	0	15.2091254753
13743	mRNA_5375	1	scaffold_4	578349	578853	+	13743	Hypothetical Protein	0.6	4	504	5	0	9.92063492063
13744	mRNA_5376	1	scaffold_4	578978	581367	-	13744	Hypothetical Protein	0.6138	30	2389	51	0	21.3478442863
13745	mRNA_5377	1	scaffold_4	587217	590101	+	13745	Hypothetical Protein	0.6246	33	2884	47	1	16.2968099861
13746	mRNA_5378	1	scaffold_4	593091	593885	-	13746	Hypothetical Protein	0.6818	8	794	17	0	21.4105793451
13747	mRNA_5379	1	scaffold_4	594087	596220	+	13747	K12829 SF3B2, SAP145, CUS1 splicing factor 3B subunit 2	0.6345	23	2133	0	1	0.0
13748	mRNA_5380	1	scaffold_4	596345	597306	+	13748	K17782 MIA40, CHCHD4 mitochondrial intermembrane space import and assembly protein 40	0.6383	11	961	0	1	0.0
13749	mRNA_5381	1	scaffold_4	597562	598053	-	13749	Hypothetical Protein	0.6484	4	491	5	0	10.183299389
13750	mRNA_5382	1	scaffold_4	608792	609334	-	13750	Hypothetical Protein	0.6464	0	542	5	0	9.22509225092
13751	mRNA_5383	1	scaffold_4	612955	613540	+	13751	Hypothetical Protein	0.6143	4	585	39	0	66.6666666667
13752	mRNA_5384	1	scaffold_4	614894	615202	+	13752	HMMPfam-RNase H-PF00075,ProSiteProfiles-RNase H domain profile.-PS50879,SUPERFAMILY--SSF53098	0.657	2	308	6	0	19.4805194805
13753	mRNA_5385	1	scaffold_4	619262	620433	-	13753	Hypothetical Protein	0.6305	11	1171	27	0	23.0572160547
13754	mRNA_5386	1	scaffold_4	620472	621845	+	13754	Hypothetical Protein	0.6026	11	1373	14	0	10.1966496723
13755	mRNA_5387	1	scaffold_4	624312	624933	+	13755	Hypothetical Protein	0.5981	5	621	8	0	12.8824476651
13756	mRNA_5388	1	scaffold_4	628120	629112	-	13756	K02931 RP-L5, MRPL5, rplE large subunit ribosomal protein L5	0.6828	10	992	1	1	1.00806451613
13757	mRNA_5389	1	scaffold_4	629263	631005	+	13757	KOG0750 Mitochondrial solute carrier protein	0.6254	16	1742	36	1	20.6659012629
13758	mRNA_5390	1	scaffold_4	631553	634043	-	13758	K03065 PSMC3, RPT5 26S proteasome regulatory subunit T5	0.615	26	2490	0	1	0.0
13759	mRNA_5391	1	scaffold_4	634388	634888	+	13759	HMMPfam-ATP synthase j chain-PF04911	0.6487	5	500	1	1	2.0
13760	mRNA_5392	1	scaffold_4	636605	638927	+	13760	KOG0166 Karyopherin (importin) alpha	0.65	18	2322	1	1	0.430663221361
13761	mRNA_5393	1	scaffold_4	640505	641434	+	13761	KOG0603 Ribosomal protein S6 kinase	0.6323	10	929	174	0	187.298170075
13762	mRNA_5394	1	scaffold_5	121	1074	-	13762	SUPERFAMILY--SSF54897	0.6237	15	953	73	0	76.6002098636
13763	mRNA_5395	1	scaffold_5	1148	1997	+	13763	KOG4551 GPI-GlcNAc transferase complex, PIG-H component, involved in glycosylphosphatidylinositol anchor biosynthesis	0.6082	9	849	25	0	29.4464075383
13764	mRNA_5396	1	scaffold_5	2092	5786	-	13764	KOG4567 GTPase-activating protein	0.653	26	3694	132	0	35.7336220899
13765	mRNA_5397	1	scaffold_5	6124	7635	-	13765	HMMPfam-Glycosyltransferase sugar-binding region containing DXD motif-PF04488,SUPERFAMILY--SSF53448	0.5933	29	1511	36	0	23.8252812707
13766	mRNA_5398	1	scaffold_5	8077	11128	+	13766	K17871 ndh1 NADH-ubiquinone reductase (non-electrogenic)	0.6252	30	3051	63	0	20.6489675516
13767	mRNA_5399	1	scaffold_5	11684	12574	+	13767	K07078 K07078 uncharacterized protein	0.6072	9	890	18	0	20.2247191011
13768	mRNA_5400	1	scaffold_5	13151	15531	-	13768	K07786 emrY MFS transporter, DHA2 family, multidrug resistance protein	0.622	28	2380	36	0	15.1260504202
13769	mRNA_5401	1	scaffold_5	15776	16734	-	13769	HMMPfam-Complex 1 protein (LYR family)-PF05347	0.6403	8	958	12	0	12.5260960334
13770	mRNA_5402	1	scaffold_5	17110	18696	+	13770	KOG2938 Predicted inosine-uridine preferring nucleoside hydrolase	0.6175	28	1586	18	0	11.3493064313
13771	mRNA_5403	1	scaffold_5	18980	21610	+	13771	K00789 metK S-adenosylmethionine synthetase	0.6332	30	2630	41	1	15.5893536122
13772	mRNA_5404	1	scaffold_5	22508	23850	-	13772	Hypothetical Protein	0.5905	25	1342	43	0	32.041728763
13773	mRNA_5405	1	scaffold_5	23970	26723	+	13773	K08869 ADCK, ABC1 aarF domain-containing kinase	0.6151	28	2753	31	0	11.2604431529
13774	mRNA_5406	1	scaffold_5	26869	28382	+	13774	KOG2742 Predicted oxidoreductase	0.6222	16	1513	57	0	37.6734963648
13775	mRNA_5407	1	scaffold_5	28474	30165	-	13775	K15734 SDR16C5 all-trans-retinol dehydrogenase (NAD+)	0.6217	18	1691	2	0	1.18273211118
13776	mRNA_5408	1	scaffold_5	30441	31506	-	13776	HMMPfam-Protein kinase domain-PF00069,ProSitePatterns-Tyrosine protein kinases specific active-site signature.-PS00109,ProSiteProfiles-Protein kinase domain profile.-PS50011,SUPERFAMILY--SSF56112	0.6079	14	1065	30	0	28.1690140845
13777	mRNA_5409	1	scaffold_5	32747	36067	-	13777	Hypothetical Protein	0.6399	35	3320	68	0	20.4819277108
13778	mRNA_5410	1	scaffold_5	37061	38634	+	13778	KOG2952 Cell cycle control protein	0.6118	31	1573	9	1	5.7215511761
13779	mRNA_5411	1	scaffold_5	39180	41133	+	13779	K03251 EIF3D translation initiation factor 3 subunit D	0.6648	21	1953	4	1	2.04813108039
13780	mRNA_5412	1	scaffold_5	41309	43272	-	13780	ProSitePatterns-Protein kinases ATP-binding region signature.-PS00107,ProSiteProfiles-Protein kinase domain profile.-PS50011,SUPERFAMILY--SSF56112	0.6141	26	1963	40	0	20.3769740194
13781	mRNA_5413	1	scaffold_5	43823	46039	-	13781	ProSitePatterns-Protein kinases ATP-binding region signature.-PS00107,ProSiteProfiles-Protein kinase domain profile.-PS50011,SUPERFAMILY--SSF56112	0.6058	33	2216	59	0	26.6245487365
13782	mRNA_5414	1	scaffold_5	46162	47875	+	13782	HMMPfam-Glycosyl transferase family 2-PF13704	0.6231	27	1713	35	0	20.4319906597
13783	mRNA_5415	1	scaffold_5	48943	50652	+	13783	HMMPfam-Tyrosyl-DNA phosphodiesterase-PF06087,SUPERFAMILY--SSF56024	0.6222	16	1709	22	0	12.8730251609
13784	mRNA_5416	1	scaffold_5	52502	53852	+	13784	K04496 CTBP C-terminal binding protein	0.6232	14	1350	18	0	13.3333333333
13785	mRNA_5417	1	scaffold_5	53998	56725	-	13785	ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.6228	42	2727	48	0	17.601760176
13786	mRNA_5418	1	scaffold_5	56919	58432	+	13786	K01502 E3.5.5.7 aliphatic nitrilase	0.6057	24	1513	37	0	24.4547257105
13787	mRNA_5419	1	scaffold_5	58738	60106	-	13787	Interpro Cut8, nuclear proteasome tether protein	0.6538	9	1368	25	0	18.2748538012
13788	mRNA_5420	1	scaffold_5	60457	62427	-	13788	Hypothetical Protein	0.618	25	1970	38	0	19.2893401015
13789	mRNA_5421	1	scaffold_5	62877	64571	+	13789	Interpro Domain of unknown function (DUF5102) 0	0.6183	23	1694	14	0	8.26446280992
13790	mRNA_5422	1	scaffold_5	64822	65544	+	13790	HMMPfam-Domain of unknown function (DUF336)-PF03928,SUPERFAMILY--SSF143744	0.6086	10	722	27	0	37.3961218837
13791	mRNA_5423	1	scaffold_5	65728	67986	-	13791	K01426 E3.5.1.4, amiE amidase	0.6206	22	2258	70	0	31.0008857396
13792	mRNA_5424	1	scaffold_5	68468	70424	+	13792	KOG0255 Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	0.6127	26	1956	56	0	28.6298568507
13793	mRNA_5425	1	scaffold_5	70571	72264	-	13793	K12735 PPIL4 peptidyl-prolyl cis-trans isomerase-like 4	0.6263	18	1693	8	1	4.72533963379
13794	mRNA_5426	1	scaffold_5	72728	74932	+	13794	K06944 K06944 uncharacterized protein	0.5814	33	2204	41	0	18.6025408348
13795	mRNA_5427	1	scaffold_5	75255	76663	-	13795	Hypothetical Protein	0.5947	20	1408	31	0	22.0170454545
13796	mRNA_5428	1	scaffold_5	77473	79440	+	13796	KOG0157 Cytochrome P450 CYP4/CYP19/CYP26 subfamilies	0.628	28	1967	26	0	13.2180986274
13797	mRNA_5429	1	scaffold_5	79557	82396	-	13797	K01067 E3.1.2.1, ACH1 acetyl-CoA hydrolase	0.6028	36	2839	43	0	15.1461782318
13798	mRNA_5430	1	scaffold_5	82627	84263	-	13798	HMMPfam-Putative methyltransferase-PF10294,SUPERFAMILY--SSF53335	0.6109	16	1636	12	0	7.33496332518
13799	mRNA_5431	1	scaffold_5	84428	85305	+	13799	KOG1296 Uncharacterized conserved protein	0.6048	13	877	11	0	12.5427594071
13800	mRNA_5432	1	scaffold_5	86010	86874	+	13800	Hypothetical Protein	0.5931	14	864	13	0	15.0462962963
13801	mRNA_5433	1	scaffold_5	87517	89164	+	13801	BLAST UPF0658 Golgi apparatus membrane protein [Termitomyce...	0.5941	29	1647	48	0	29.1438979964
13802	mRNA_5434	1	scaffold_5	89359	90914	+	13802	KOG2852 Possible oxidoreductase	0.6356	18	1555	15	0	9.6463022508
13803	mRNA_5435	1	scaffold_5	91032	92817	-	13803	Hypothetical Protein	0.5957	31	1785	24	0	13.4453781513
13804	mRNA_5436	1	scaffold_5	94082	95346	+	13804	Hypothetical Protein	0.6585	14	1264	3	0	2.37341772152
13805	mRNA_5437	1	scaffold_5	95349	95702	+	13805	BLAST putative protein [Melanopsichium pennsylvanicum 4]	0.6215	5	353	2	0	5.6657223796
13806	mRNA_5438	1	scaffold_5	96047	99541	+	13806	K06867 K06867 uncharacterized protein	0.6323	38	3494	46	0	13.1654264453
13807	mRNA_5439	1	scaffold_5	99970	100789	-	13807	Hypothetical Protein	0.6	14	819	8	0	9.76800976801
13808	mRNA_5440	1	scaffold_5	101462	101965	+	13808	Hypothetical Protein	0.6528	8	503	5	0	9.94035785288
13809	mRNA_5441	1	scaffold_5	102174	103025	-	13809	Hypothetical Protein	0.5857	18	851	11	0	12.9259694477
13810	mRNA_5442	1	scaffold_5	103873	106982	+	13810	HMMPfam-R3H domain-PF01424,HMMPfam-SUZ domain-PF12752,ProSiteProfiles-R3H domain profile.-PS51061,ProSiteProfiles-SUZ domain profile.-PS51673,SUPERFAMILY--SSF82708	0.665	40	3109	27	0	8.68446445803
13811	mRNA_5443	1	scaffold_5	107127	108436	+	13811	KOG3085 Predicted hydrolase (HAD superfamily)	0.5962	24	1309	21	0	16.0427807487
13812	mRNA_5444	1	scaffold_5	108625	109612	-	13812	HMMPfam-Eukaryotic cytochrome b561-PF03188,ProSiteProfiles-Cytochrome b561 domain profile.-PS50939,SMART-Cytochrome b-561 / ferric reductase transmembrane domain.-SM00665	0.5972	22	987	11	0	11.1448834853
13813	mRNA_5445	1	scaffold_5	110701	112520	+	13813	K07513 ACAA1 acetyl-CoA acyltransferase 1	0.6407	11	1819	30	0	16.4925783397
13814	mRNA_5446	1	scaffold_5	113170	113689	+	13814	HMMPfam-Stress responsive A/B Barrel Domain-PF07876,ProSiteProfiles-Stress-response A/B barrel domain profile.-PS51502,SMART-Stress responsive A/B Barrel Domain-SM00886,SUPERFAMILY--SSF54909	0.575	7	519	1	0	1.9267822736
13815	mRNA_5447	1	scaffold_5	113720	116134	-	13815	HMMPfam-MYND finger-PF01753,ProSitePatterns-Zinc finger MYND-type signature.-PS01360,ProSiteProfiles-Zinc finger MYND-type profile.-PS50865,SUPERFAMILY--SSF144232	0.6099	35	2414	50	0	20.7125103563
13816	mRNA_5448	1	scaffold_5	116614	117202	+	13816	BLAST GQ67_01206T0 [Komagataella phaffii]	0.5908	9	588	14	0	23.8095238095
13817	mRNA_5449	1	scaffold_5	117409	118509	-	13817	HMMPfam-MYND finger-PF01753,ProSitePatterns-Zinc finger MYND-type signature.-PS01360,ProSiteProfiles-Zinc finger MYND-type profile.-PS50865,SUPERFAMILY--SSF144232	0.6022	18	1100	21	0	19.0909090909
13818	mRNA_5450	1	scaffold_5	118824	121253	-	13818	KOG0255 Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	0.6033	43	2429	27	0	11.1156854673
13819	mRNA_5451	1	scaffold_5	122441	123785	+	13819	Hypothetical Protein	0.6186	24	1344	64	0	47.619047619
13820	mRNA_5452	1	scaffold_5	124272	125754	+	13820	HMMPfam-Eukaryotic aspartyl protease-PF00026,PRINTS-Pepsin (A1) aspartic protease family signature-PR00792,ProSitePatterns-Eukaryotic and viral aspartyl proteases active site.-PS00141,SUPERFAMILY--SSF50630	0.6568	16	1482	34	0	22.9419703104
13821	mRNA_5453	1	scaffold_5	126542	126978	+	13821	HMMPfam-Glutaredoxin-like domain (DUF836)-PF05768,SUPERFAMILY--SSF52833	0.6156	6	436	1	0	2.29357798165
13822	mRNA_5454	1	scaffold_5	127145	127753	+	13822	KOG2673 Uncharacterized conserved protein, contains PSP domain	0.619	11	608	3	0	4.93421052632
13823	mRNA_5455	1	scaffold_5	127817	128320	+	13823	PRINTS-Proline rich extensin signature-PR01217	0.6151	8	503	1	0	1.98807157058
13824	mRNA_5456	1	scaffold_5	129299	130839	+	13824	K07034 K07034 uncharacterized protein	0.6074	21	1540	18	0	11.6883116883
13825	mRNA_5457	1	scaffold_5	132935	135021	-	13825	KOG2533 Permease of the major facilitator superfamily	0.62	31	2086	25	0	11.9846596357
13826	mRNA_5458	1	scaffold_5	135775	137466	+	13826	BLAST expressed protein [Cryptococcus neoformans var. neofo...	0.6306	18	1691	18	0	10.6445890006
13827	mRNA_5459	1	scaffold_5	137712	142307	-	13827	K11274 WDHD1, CTF4 chromosome transmission fidelity protein 4	0.6364	45	4595	39	1	8.48748639826
13828	mRNA_5460	1	scaffold_5	142761	144304	-	13828	Hypothetical Protein	0.6872	9	1543	7	0	4.53661697991
13829	mRNA_5461	1	scaffold_5	144867	148106	+	13829	KOG1721 FOG Zn-finger	0.6148	46	3239	52	0	16.0543377586
13830	mRNA_5462	1	scaffold_5	148438	149863	-	13830	HMMPfam-Bacteriorhodopsin-like protein-PF01036,PRINTS-Bacterial opsin signature-PR00251,ProSitePatterns-Bacterial rhodopsins signature 1.-PS00950,SMART-Bacteriorhodopsin-like protein-SM01021,SUPERFAMILY--SSF81321	0.6276	23	1425	24	0	16.8421052632
13831	mRNA_5463	1	scaffold_5	150414	154047	-	13831	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.6315	49	3633	62	0	17.0657858519
13832	mRNA_5464	1	scaffold_5	155001	155781	-	13832	K09579 PIN4 peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	0.5967	9	780	6	1	7.69230769231
